index,label,expression,Positive_index,context,AnchorContext,NegativeSentence,NegativeExpression,Negative_index
87,1,stumbled,3,"But the Army stumbled in getting the project off the ground , and by the time the Army was nearing key decisions on the project , Defense Secretary Frank Carlucci 's budget ax fell .","But the Army [Mask] in getting the project off the ground , and by the time the Army was nearing key decisions on the project , Defense Secretary Frank Carlucci 's budget ax fell .","While the chief contracting officer in the cruise-missile office , Mr. Parkin in 1982 helped Mr. Galvin get a $ 225 , 964 contract to study the targeting equipment for the Tomahawk missile , according to the Navy and Mr. Parkin .",targeting,27
88,1,targeted,15,"It also was the buyer of Safeway Stores Inc . , another grocery chain unsuccessfully targeted by the Hafts .","It also was the buyer of Safeway Stores Inc . , another grocery chain unsuccessfully [Mask] by the Hafts .",Sunworld had recently been operating as a charter airline flying 120 flights a month .,flying,9
89,0,pumped,27,"The solvent , methyl tert-butyl ether , has been known for some time to dissolve gallstones but has n't been widely used because it had to be pumped into the gallbladder by a hand syringe for several hours while the patient was under general anesthesia .","The solvent , methyl tert-butyl ether , has been known for some time to dissolve gallstones but has n't been widely used because it had to be [Mask] into the gallbladder by a hand syringe for several hours while the patient was under general anesthesia .","Similar in appearance and texture to petroleum-based plastics , the plastic decomposes into water and carbon dioxide when attacked by certain enzymes in the soil .",attacked,18
90,0,killing,14,"In a Batman comic book hitting newsstands next week , DC Comics Inc. is killing off one of its oldest characters , the younger half of the Dynamic Duo .","In a Batman comic book hitting newsstands next week , DC Comics Inc. is [Mask] off one of its oldest characters , the younger half of the Dynamic Duo .",The result: Some car makers are cooling their hot rods .,cooling,6
91,1,targeting,9,"Second , if politicians think that the Fed is targeting economic growth , they will blame the Fed if the economy slows .","Second , if politicians think that the Fed is [Mask] economic growth , they will blame the Fed if the economy slows .","But the closer to plant capacity the economy is operating , the faster low unemployment pushes up costs and prices .",plant,4
92,1,attack,7,"The World Wildlife Fund is trying to attack the problem at its source , by working with developing countries to control the poaching and set up wildlife management programs .","The World Wildlife Fund is trying to [Mask] the problem at its source , by working with developing countries to control the poaching and set up wildlife management programs .",Heavy water is used to control and cool the reaction of small research reactors .,cool,7
93,0,sleeping,35,"Friends and analysts predict it will be very difficult for the hard-driving entrepreneur to let go of his company that , early on , succeeded in coming up with a highly successful device to monitor sleeping infants .","Friends and analysts predict it will be very difficult for the hard-driving entrepreneur to let go of his company that , early on , succeeded in coming up with a highly successful device to monitor [Mask] infants .","Eric Johnson , the researcher , found that it also destroys certain kinds of botulism .",destroys,10
94,0,drinking,19,"`` The celebrity could bring more damage to the program and to somebody else 's recovery if they started drinking again , '' says Chris Jorgensen , vice president of communications .","`` The celebrity could bring more damage to the program and to somebody else 's recovery if they started [Mask] again , '' says Chris Jorgensen , vice president of communications .","`` Now , we are totally changing our marketing to target those people , '' says Mr. Goldstein .",target,10
95,0,sleep,7,Strike two is when I ca n't sleep .,Strike two is when I ca n't [Mask] .,Sometimes it stumbled .,stumbled,2
96,0,plant,20,"The best way to reduce erosion is to lower price supports and target-prices that make it profitable for farmers to plant on marginal , highly erosive low-yielding ground .","The best way to reduce erosion is to lower price supports and target-prices that make it profitable for farmers to [Mask] on marginal , highly erosive low-yielding ground .","Excessive rates of income tax destroy enterprise , encourage avoidance , and drive talent to more hospitable shores overseas .",destroy,5
97,1,wither,19,"That means just patching their patches , like some farmer making do with a secondhand tractor , until they wither away .","That means just patching their patches , like some farmer making do with a secondhand tractor , until they [Mask] away .","For now , he will just reseed the dry wheat fields to soybeans on the chance it will rain .",rain,18
98,1,targeting,14,The Justice Department matched this effort by forming an Environmental Crimes Unit and by targeting environmental crime as a high priority for FBI investigations .,The Justice Department matched this effort by forming an Environmental Crimes Unit and by [Mask] environmental crime as a high priority for FBI investigations .,The view contradicts administration claims that Moscow knew it was attacking a non-military target .,attacking,10
99,0,destroyed,23,"This is also true , I believe , with respect to the famous Buddhist university at Nalanda , India , which too was destroyed by the Moslem hordes , who had no respect for others ' learning .","This is also true , I believe , with respect to the famous Buddhist university at Nalanda , India , which too was [Mask] by the Moslem hordes , who had no respect for others ' learning .","Mr. Takeda , for one , thinks the Thais turned away from communism after the Vietnamese invaded Cambodia in 1979 and Thailand was flooded with refugees from its communist neighbors .",flooded,23
100,1,dissolve,10,One result: Mr. Bushkin 's law firm here plans to dissolve ; much of its business was Carson-related .,One result: Mr. Bushkin 's law firm here plans to [Mask] ; much of its business was Carson-related .,Mr. Tyson was in London on business and had to fly back this weekend .,fly,10
101,1,dissolved,27,"Cannons Engineering , a closely held concern that was convicted several years ago for criminally falsifying incinerator reports it filed with the state of Massachusetts , was dissolved as a corporation , EPA officials said , but has been technically `` revived '' for purposes of litigation .","Cannons Engineering , a closely held concern that was convicted several years ago for criminally falsifying incinerator reports it filed with the state of Massachusetts , was [Mask] as a corporation , EPA officials said , but has been technically `` revived '' for purposes of litigation .","The Nuclear Regulatory Commission fined Detroit Edison Co . $ 25 , 000 for the faulty design of a core cooling system at the Detroit-based utility 's Fermi 2 nuclear reactor .",cooling,20
