index,label,expression,Positive_index,context,AnchorContext,NegativeSentence,NegativeExpression,Negative_index
250,1,fuel,0,fuel the debate on creationism,[Mask] the debate on creationism,John moderated the discussion,moderated,1
251,1,fuel,0,fuel the debate on creationism,[Mask] the debate on creationism,synchronize biblical events,synchronize,0
252,0,interrupt,1,Don't interrupt me when I'm reading,Don't [Mask] me when I'm reading,Don't twist my words,twist,1
253,0,designed,1,Chanel designed the famous suit .,Chanel [Mask] the famous suit .,The dress molds her beautiful figure,molds,2
254,0,like,1,I'd like a beer now !,I'd [Mask] a beer now !,my brain is swimming after the bottle of champagne,swimming,3
255,0,engrave,0,engrave the pen with the owner's name,[Mask] the pen with the owner's name,The artist flowed the washes on the paper,flowed,2
256,0,dehydrated,3,You should carry dehydrated food on your camping trip .,You should carry [Mask] food on your camping trip .,We have exhausted the food supplies .,exhausted,2
257,1,harmonize,0,harmonize one's goals with one's abilities,[Mask] one's goals with one's abilities,consolidate one's gains,consolidate,0
258,1,harmonize,0,harmonize one's goals with one's abilities,[Mask] one's goals with one's abilities,he could do many things if he pleased,pleased,7
259,1,harmonize,0,harmonize one's goals with one's abilities,[Mask] one's goals with one's abilities,excuse someone's behavior,excuse,0
260,0,sheds,2,Our dog sheds every Spring .,Our dog [Mask] every Spring .,The wheat headed early this year,headed,2
261,0,swelling,7,The bellies of the starving children are swelling,The bellies of the starving children are [Mask],We have exhausted the food supplies .,exhausted,2
262,0,bowed,1,He bowed before the King,He [Mask] before the King,they had to treat with the King,treat,3
263,0,drowned,2,The child drowned in the lake,The child [Mask] in the lake,form the young child's character,form,0
264,0,recast,2,He was recast as Iago .,He was [Mask] as Iago .,His playing stamps him as a Romantic,stamps,2
265,1,interrupted,1,She interrupted her pregnancy,She [Mask] her pregnancy,The baby talks already .,talks,2
266,1,interrupted,1,She interrupted her pregnancy,She [Mask] her pregnancy,She must answer for her actions,answer,2
267,1,interrupted,1,She interrupted her pregnancy,She [Mask] her pregnancy,She poisoned her husband,poisoned,1
268,1,ramped,1,The ramped auditorium,The [Mask] auditorium,Sound is reflected well in this auditorium,reflected,2
269,1,ramped,1,The ramped auditorium,The [Mask] auditorium,I missed the concert,missed,1
270,1,ramped,1,The ramped auditorium,The [Mask] auditorium,reseat Carnegie Hall,reseat,0
271,1,fermenting,4,The Middle East is fermenting,The Middle East is [Mask],An entire civilization vanished,vanished,3
272,1,fermenting,4,The Middle East is fermenting,The Middle East is [Mask],build a modern nation,build,0
273,1,fermenting,4,The Middle East is fermenting,The Middle East is [Mask],She specializes in Near Eastern history,specializes,1
274,0,fear,1,I fear I won't make it to your wedding party,I [Mask] I won't make it to your wedding party,She hurt me when she did not include me among her guests,hurt,1
275,1,glowed,2,Her face glowed when she came out of the sauna,Her face [Mask] when she came out of the sauna,The muscles in her face convulsed,convulsed,5
276,1,glowed,2,Her face glowed when she came out of the sauna,Her face [Mask] when she came out of the sauna,The spasm convulses her facial muscles,convulses,2
277,1,glowed,2,Her face glowed when she came out of the sauna,Her face [Mask] when she came out of the sauna,She was singing while she was cooking,singing,2
278,0,invited,1,I invited them to a restaurant,I [Mask] them to a restaurant,She stuffed herself at the dinner,stuffed,1
279,1,reflects,7,His lack of interest in the project reflects badly on him,His lack of interest in the project [Mask] badly on him,There seems no reason to go ahead with the project now,seems,1
280,1,reflects,7,His lack of interest in the project reflects badly on him,His lack of interest in the project [Mask] badly on him,The situation was rather involved,involved,4
281,1,reflects,7,His lack of interest in the project reflects badly on him,His lack of interest in the project [Mask] badly on him,The book portrays the actor as a selfish person,portrays,2
282,0,tithed,3,The church was tithed,The church was [Mask],The Church reformed me,reformed,2
283,0,pledged,2,I was pledged to silence,I was [Mask] to silence,I swallowed my anger and kept quiet,swallowed,1
284,0,shorten,0,shorten the rope by a few inches,[Mask] the rope by a few inches,This poses an interesting question,poses,1
285,0,transfer,0,transfer the patient to another hospital,[Mask] the patient to another hospital,flush the wound with antibiotics,flush,0
286,0,blurs,2,The fog blurs my vision,The fog [Mask] my vision,poison someone's mind,poison,0
287,0,infected,3,Your children have infected you with this head cold,Your children have [Mask] you with this head cold,form the young child's character,form,0
288,0,excavate,5,The mining company wants to excavate the hillside .,The mining company wants to [Mask] the hillside .,The rocks stooped down over the hiking path .,stooped,2
289,0,plunged,3,the stock market plunged,the stock market [Mask],The stock market drifted upward,drifted,3
290,0,radiates,2,The sun radiates heat,The sun [Mask] heat,The sun glared down on us,glared,2
291,0,teased,2,The children teased the new teacher,The children [Mask] the new teacher,The new teacher tends to steamroller,steamroller,5
292,0,mounted,1,They mounted the aerator on a floating,They [Mask] the aerator on a floating,The fluid suspends the particles .,suspends,2
293,1,swallowed,1,He swallowed his words,He [Mask] his words,construct a sentence,construct,0
294,1,swallowed,1,He swallowed his words,He [Mask] his words,A few words would answer,answer,4
295,1,swallowed,1,He swallowed his words,He [Mask] his words,He nodded his approval,nodded,1
296,1,pumped,1,She pumped the witnesses for information .,She [Mask] the witnesses for information .,The witnesses confirmed the victim's account,confirmed,2
297,1,pumped,1,She pumped the witnesses for information .,She [Mask] the witnesses for information .,She appealed the verdict .,appealed,1
298,1,pumped,1,She pumped the witnesses for information .,She [Mask] the witnesses for information .,She must answer for her actions,answer,2
299,1,tacked,1,He tacked together some verses,He [Mask] together some verses,construct a sentence,construct,0
300,1,tacked,1,He tacked together some verses,He [Mask] together some verses,put these words to music,put,0
301,1,tacked,1,He tacked together some verses,He [Mask] together some verses,A few words would answer,answer,4
302,0,reviewed,1,I reviewed the material before the test,I [Mask] the material before the test,This student heads the class,heads,2
303,0,admit,0,admit someone to the profession,[Mask] someone to the profession,lay a responsibility on someone,lay,0
304,0,distill,0,distill the essence of this compound,[Mask] the essence of this compound,The chemical clouded the liquid to which it was added .,clouded,2
305,0,stimulate,0,stimulate my appetite,[Mask] my appetite,poison someone's mind,poison,0
306,0,quoted,1,He quoted the Bible to her .,He [Mask] the Bible to her .,He tacked together some verses,tacked,1
307,0,splashing,2,Water was splashing on the floor .,Water was [Mask] on the floor .,Mud was sucking at her feet,sucking,2
308,0,stagnated,5,The old man sat and stagnated on his porch,The old man sat and [Mask] on his porch,He repaired to his cabin in the woods,repaired,1
309,1,wrestled,1,He wrestled all his life with his feeling of inferiority .,He [Mask] all his life with his feeling of inferiority .,"With age , he mellowed",mellowed,4
310,1,wrestled,1,He wrestled all his life with his feeling of inferiority .,He [Mask] all his life with his feeling of inferiority .,He felt new emotions emerge,emerge,4
311,1,wrestled,1,He wrestled all his life with his feeling of inferiority .,He [Mask] all his life with his feeling of inferiority .,Age and experience mellowed him over the years,mellowed,3
312,0,blistered,5,The tight shoes and perspiration blistered her feet .,The tight shoes and perspiration [Mask] her feet .,She was streaming with sweat,streaming,2
313,0,assigned,2,The teacher assigned him to lead his classmates in the exercise .,The teacher [Mask] him to lead his classmates in the exercise .,This student heads the class,heads,2
314,0,flashing,3,The lights were flashing,The lights were [Mask],The beams scanned the night sky,scanned,2
315,0,rooting,3,the pig was rooting for truffles,the pig was [Mask] for truffles,The old cheese was crawling with maggots,crawling,4
316,0,vegetated,1,They vegetated the hills behind their house,They [Mask] the hills behind their house,The path climbed all the way to the top of the hill,climbed,2
317,0,singing,2,She was singing while she was cooking,She was [Mask] while she was cooking,She stuffed herself at the dinner,stuffed,1
318,0,amounted,2,"The bills amounted to $ 2 , 000","The bills [Mask] to $ 2 , 000",he flashed a $ 100 bill,flashed,1
319,0,dulls,3,Too much cutting dulls the knife's edge,Too much cutting [Mask] the knife's edge,A puffing kind of man,puffing,1
320,1,glared,2,The sun glared down on us,The sun [Mask] down on us,The sun radiates heat,radiates,2
321,1,glared,2,The sun glared down on us,The sun [Mask] down on us,The wax melted in the sun,melted,2
322,1,glared,2,The sun glared down on us,The sun [Mask] down on us,the sun segregates the carbon,segregates,2
323,1,nagging,0,nagging concerns and doubts,[Mask] concerns and doubts,his story confirmed my doubts,confirmed,2
